building_name,unit_number,bedrooms,size_sqft,contract_date,transaction_amount,floor_level,view,confidence,sources
Palm Tower,2018,1,1065.63,2024-09-10,,20,,HIGH,reidin
Jash Hamad,104,1,1140.97,2024-09-10,,1,,HIGH,reidin
Al Sultana,408,2,1550.0,2024-09-10,,4,,HIGH,reidin
Al Das,601,4,1589.07,2024-09-09,,6,,HIGH,reidin
Marina Residences,AG06,2,2195.84,2024-09-09,,G,,HIGH,reidin
Al Anbara,906,2,1991.32,2024-09-09,,9,,HIGH,reidin
Jash Hamad,809,1,1140.97,2024-09-09,,8,,HIGH,reidin
Jash Hamad,509,1,1143.45,2024-09-09,,5,,HIGH,reidin
Tiara Residences,1004,1,1295.97,2024-09-09,,10,,HIGH,reidin
Serenia Residences,A410,1,947.22,2024-09-09,,4,,HIGH,reidin
The Fairmont Palm Residences,5V049,5,3428.3,2024-09-09,,nan,,HIGH,reidin
Al Basri,304,1,1140.97,2024-09-09,,3,,HIGH,reidin
Al Msalli,E010C,,2150.41,2024-09-09,,G,,HIGH,reidin
Al Malak,408,2,1862.15,2024-09-09,,4,,HIGH,reidin
Golden Mile,4501,1,1302.43,2024-09-09,,5,,HIGH,reidin
Golden Mile,2105,2,2002.09,2024-09-09,,1,,HIGH,reidin
Marina Residences,606,1,1140.97,2024-09-09,,6,,HIGH,reidin
Al Khushkar,410,3,2152.78,2024-09-09,,4,,HIGH,reidin
Kempinski Residences,232,2,1980.56,2024-09-09,,2,,HIGH,reidin
Marina Residences,205,1,1142.7,2024-09-09,,2,,HIGH,reidin
Marina Residences,805,1,1142.7,2024-09-09,,8,,HIGH,reidin
Kempinski Residences,604,4,4230.21,2024-09-09,,6,,HIGH,reidin
Marina Residences,905,1,1140.97,2024-09-08,,9,,HIGH,reidin
Marina Residences,304,1,1140.97,2024-09-08,,3,,HIGH,reidin
Palm Tower,3508,0,517.64,2024-09-07,,35,,HIGH,reidin
Golden Mile,6206,1,1288.22,2024-09-07,,2,,HIGH,reidin
Golden Mile,1403,2,1799.62,2024-09-07,,4,,HIGH,reidin
Marina Residences,112,1,1386.39,2024-09-06,,1,,HIGH,reidin
Al Ramth,1308,2,1743.75,2024-09-06,,13,,HIGH,reidin
Balqis Residences,714,2,1948.27,2024-09-06,,7,,HIGH,reidin
Golden Mile,2511,2,1796.82,2024-09-06,,5,,HIGH,reidin
Golden Mile,4303,2,1797.57,2024-09-06,,3,,HIGH,reidin
Tiara Residences,301,2,1677.02,2024-09-06,,3,,HIGH,reidin
Marina Residences,915,1,1140.97,2024-09-06,,9,,HIGH,reidin
Marina Residences,604,1,1140.97,2024-09-06,,6,,HIGH,reidin
The 8,20102,2,1323.85,2024-09-06,,1,,HIGH,reidin
Palm Tower,4315,1,1054.43,2024-09-06,,43,,HIGH,reidin
Al Ramth,908,2,1743.75,2024-09-06,,9,,HIGH,reidin
Al Mashraba,709,2,1732.99,2024-09-06,,7,,HIGH,reidin
Balqis Residences,614,2,1949.67,2024-09-06,,6,,HIGH,reidin
Al Das,802,5,2186.9,2024-09-06,,8,,HIGH,reidin
Al Murjan,904,2,1745.69,2024-09-06,,9,,HIGH,reidin
The Fairmont Palm Residences,P210,,4176.39,2024-09-06,,10,,HIGH,reidin
Al Sultana,503,3,2152.78,2024-09-06,,5,,HIGH,reidin
Al Seef,PJFRM079,5,5460.96,2024-09-05,,nan,,HIGH,reidin
Al Khayali,801,2,1870.01,2024-09-05,,8,,HIGH,reidin
Jash Falqa,509,1,1140.97,2024-09-05,,5,,HIGH,reidin
Golden Mile,RT14,,835.39,2024-09-05,,B1,,HIGH,reidin
Al Khayali,301,2,1948.27,2024-09-05,,3,,HIGH,reidin
Golden Mile,9411,2,1797.57,2024-09-05,,nan,,HIGH,reidin
Al Msalli,707,2,1991.32,2024-09-04,,7,,HIGH,reidin
Al Malak,804,2,1743.75,2024-09-04,,8,,HIGH,reidin
Al Malak,PJFRE040,4,6000.01,2024-09-04,,nan,,HIGH,reidin
Al Hatmi,610,3,2163.54,2024-09-04,,6,,HIGH,reidin
Tiara Residences,D02,3,2391.95,2024-09-04,,DCK,,HIGH,reidin
Tiara Residences,704,1,1291.67,2024-09-04,,7,,HIGH,reidin
Serenia Residences,A210,1,947.22,2024-09-04,,2,,HIGH,reidin
Seven Palm,30608,3,2325.0,2024-09-04,,6,,HIGH,reidin
Palm Tower,2405,1,1055.08,2024-09-04,,24,,HIGH,reidin
Al Khayali,TH01,2,4045.29,2024-09-04,,LG,,HIGH,reidin
Al Nabat,710,2,1732.99,2024-09-04,,7,,HIGH,reidin
Al Das,410,5,2156.87,2024-09-04,,4,,HIGH,reidin
Palm Tower,3905,1,1056.69,2024-09-04,,39,,HIGH,reidin
Palm Tower,3911,1,1143.66,2024-09-04,,39,,HIGH,reidin
Tiara Residences,P01,1,1849.02,2024-09-03,,1,,HIGH,reidin
Marina Residences,509,1,1151.74,2024-09-03,,5,,HIGH,reidin
Marina Residences,B205,1,1205.56,2024-09-03,,2,,HIGH,reidin
Golden Mile,6104,1,1410.07,2024-09-03,,1,,HIGH,reidin
Al Hatmi,J2,1,720.21,2024-09-03,,1,,HIGH,reidin
Seven Palm,808,1,715.15,2024-09-03,,8,,HIGH,reidin
Jash Hamad,PH06,3,5242.02,2024-09-03,,9,,HIGH,reidin
Jash Falqa,206,2,1996.7,2024-09-03,,2,,HIGH,reidin
The Fairmont Palm Residences,625,2,1991.32,2024-09-03,,6,,HIGH,reidin
Golden Mile,7410,2,1794.34,2024-09-03,,4,,HIGH,reidin
Golden Mile,9510,2,1797.57,2024-09-03,,5,,HIGH,reidin
Oceana,305,3,2281.95,2024-09-03,,4,,HIGH,reidin
Golden Mile,10505,2,1797.57,2024-09-03,,5,,HIGH,reidin
The Fairmont Palm Residences,120,2,2191.85,2024-09-03,,1,,HIGH,reidin
Golden Mile,2206,1,1291.67,2024-09-03,,2,,HIGH,reidin
The Fairmont Palm Residences,5V027,5,3336.81,2024-09-03,,nan,,HIGH,reidin
Balqis Residences,908,2,2107.03,2024-09-03,,9,,HIGH,reidin
Azizi Mina,719,1,893.4,2024-09-03,,7,,HIGH,reidin
Al Malak,PJFRE014,5,5343.95,2024-09-02,,nan,,HIGH,reidin
Al Msalli,312,2,1586.17,2024-09-02,,3,,HIGH,reidin
Al Khayali,TH06,2,4089.74,2024-09-02,,LG,,HIGH,reidin
Seven Palm,527,0,355.21,2024-09-02,,5,,HIGH,reidin
Oceana,1102,3,2281.95,2024-09-02,,12,,HIGH,reidin
Golden Mile,4111,2,2443.41,2024-09-02,,1,,HIGH,reidin
Marina Residences,105,1,1388.11,2024-09-02,,1,,HIGH,reidin
Palm Tower,PWBCFB08,,1463.89,2024-09-02,,G,,HIGH,reidin
Balqis Residences,405,3,2366.55,2024-09-02,,4,,HIGH,reidin
Al Anbara,606,2,1993.69,2024-09-02,,6,,HIGH,reidin
Al Msalli,606,2,1991.32,2024-09-02,,6,,HIGH,reidin
Al Basri,PJFRD130,6,6999.98,2024-09-02,,nan,,HIGH,reidin
Al Hallawi,1012,2,1582.29,2024-09-02,,10,,HIGH,reidin
Golden Mile,2608,3,3328.63,2024-09-02,,6,,HIGH,reidin
The Fairmont Palm Residences,417,4,3250.7,2024-09-02,,4,,HIGH,reidin
The 8,20605,2,1334.72,2024-09-02,,6,,HIGH,reidin
Al Malak,105,3,2734.03,2024-09-02,,1,,HIGH,reidin
Al Hatmi,306,2,1996.7,2024-09-02,,3,,HIGH,reidin
Al Mashraba,1303,2,1776.04,2024-09-02,,13,,HIGH,reidin
Al Basri,PJFRF043,5,6999.98,2024-09-02,,nan,,HIGH,reidin
Golden Mile,3107,2,1939.44,2024-09-01,,1,,HIGH,reidin
Palm Tower,2317,0,527.43,2024-09-01,,23,,HIGH,reidin
The Fairmont Palm Residences,803,1,1288.44,2024-09-01,,8,,HIGH,reidin
Jash Falqa,304,1,1144.63,2024-08-30,,3,,HIGH,reidin
The 8,20202,1,914.93,2024-08-30,,2,,HIGH,reidin
Balqis Residences,616,3,2518.75,2024-08-30,,6,,HIGH,reidin
Balqis Residences,1005,3,2328.23,2024-08-30,,10,,HIGH,reidin
Golden Mile,3411,2,1797.57,2024-08-30,,4,,HIGH,reidin
Al Hamri,211,3,2200.36,2024-08-30,,2,,HIGH,reidin
Royal Atlantis,306,1,850.35,2024-08-30,,3,,HIGH,reidin
Al Mashraba,911,2,1870.01,2024-08-30,,9,,HIGH,reidin
Al Murjan,1207,3,2529.52,2024-08-30,,12,,HIGH,reidin
Golden Mile,5103,2,2098.96,2024-08-30,,1,,HIGH,reidin
Al Msalli,P079,,12648.98,2024-08-30,,G,,HIGH,reidin
Golden Mile,FB11,,2069.36,2024-08-30,,B1,,HIGH,reidin
Al Malak,PJFRE108,5,5343.95,2024-08-30,,nan,,HIGH,reidin
Al Malak,208,2,2034.38,2024-08-30,,2,,HIGH,reidin
Al Murjan,409,2,1927.49,2024-08-30,,4,,HIGH,reidin
Golden Mile,1104,1,1409.43,2024-08-30,,1,,HIGH,reidin
Al Shirawi,711,3,2185.07,2024-08-29,,7,,HIGH,reidin
The Fairmont Palm Residences,811,3,2174.31,2024-08-29,,8,,HIGH,reidin
Jash Hamad,110,3,1608.88,2024-08-29,,1,,HIGH,reidin
Azizi Mina,809,1,1108.68,2024-08-29,,8,,HIGH,reidin
Al Hamri,902,3,2185.07,2024-08-29,,9,,HIGH,reidin
Al Hamri,807,2,1991.32,2024-08-29,,8,,HIGH,reidin
Tiara Residences,403,1,1291.67,2024-08-29,,4,,HIGH,reidin
Golden Mile,5305,2,1808.34,2024-08-29,,3,,HIGH,reidin
The Fairmont Palm Residences,712,2,1722.22,2024-08-29,,7,,HIGH,reidin
Palm Tower,4402,1,1054.86,2024-08-29,,44,,HIGH,reidin
Golden Mile,3702,,4368.53,2024-08-29,,7,,HIGH,reidin
Al Ramth,1305,3,2524.46,2024-08-29,,13,,HIGH,reidin
Al Shirawi,109,3,2217.36,2024-08-29,,1,,HIGH,reidin
Jash Hamad,910,3,2143.31,2024-08-28,,9,,HIGH,reidin
Al Khayali,TH04,2,3993.41,2024-08-28,,LG,,HIGH,reidin
Al Ramth,1401,4,10254.23,2024-08-28,,14,,HIGH,reidin
Al Shamsi,326,1,1146.79,2024-08-28,,3,,HIGH,reidin
Golden Mile,9106,1,1289.52,2024-08-28,,1,,HIGH,reidin
The Fairmont Palm Residences,206,1,1345.49,2024-08-28,,2,,HIGH,reidin
Jash Hamad,708,2,1550.0,2024-08-28,,7,,HIGH,reidin
Balqis Residences,310,3,2411.11,2024-08-28,,3,,HIGH,reidin
Kempinski Residences,RETAIL04,,236.81,2024-08-28,,G,,HIGH,reidin
Al Shamsi,308,1,1020.53,2024-08-28,,3,,HIGH,reidin
Serenia Residences,C605,1,1004.38,2024-08-28,,6,,HIGH,reidin
Palm Tower,3519,1,1114.71,2024-08-28,,35,,HIGH,reidin
Al Msalli,F076A,,1076.39,2024-08-28,,1,,HIGH,reidin
Golden Mile,9101,1,1302.43,2024-08-27,,1,,HIGH,reidin
Al Basri,410,3,2158.92,2024-08-27,,4,,HIGH,reidin
Al Anbara,405,2,1550.0,2024-08-27,,4,,HIGH,reidin
Palm Tower,2903,0,527.43,2024-08-27,,29,,HIGH,reidin
Al Ghaf,PJFRC007,4,6000.01,2024-08-27,,nan,,HIGH,reidin
Al Nabat,603,3,2155.04,2024-08-27,,6,,HIGH,reidin
Golden Mile,7206,1,1289.52,2024-08-27,,2,,HIGH,reidin
Al Nabat,1310,2,1776.04,2024-08-27,,13,,HIGH,reidin
Golden Mile,6302,2,1797.57,2024-08-27,,3,,HIGH,reidin
Golden Mile,2302,2,1797.57,2024-08-27,,3,,HIGH,reidin
Seven Palm,701,1,839.58,2024-08-27,,7,,HIGH,reidin
Seven Palm,805,1,764.24,2024-08-27,,8,,HIGH,reidin
Serenia Residences,C303,4,3336.81,2024-08-27,,3,,HIGH,reidin
Azizi Mina,820,1,1097.92,2024-08-27,,8,,HIGH,reidin
Golden Mile,5211,2,1797.57,2024-08-27,,2,,HIGH,reidin
Golden Mile,8111,2,2443.41,2024-08-27,,1,,HIGH,reidin
Marina Residences,PJAZFB09,,3768.33,2024-08-27,,G,,HIGH,reidin
Al Nabat,PJFRN022A,5,5135.03,2024-08-27,,nan,,HIGH,reidin
Al Hamri,507,2,2012.85,2024-08-27,,5,,HIGH,reidin
Al Murjan,910,2,1735.25,2024-08-27,,9,,HIGH,reidin
Jash Hamad,804,1,1173.27,2024-08-26,,8,,HIGH,reidin
Marina Residences,02,,1822.44,2024-08-26,,G,,HIGH,reidin
Al Mashraba,705,3,2432.64,2024-08-26,,7,,HIGH,reidin
Al Hamri,208,2,1550.0,2024-08-26,,2,,HIGH,reidin
Marina Residences,01,,2273.34,2024-08-26,,G,,HIGH,reidin
Golden Mile,2505,2,1807.69,2024-08-26,,5,,HIGH,reidin
Al Basri,PJFRF002,5,5898.62,2024-08-26,,nan,,HIGH,reidin
Golden Mile,1406,1,1288.22,2024-08-26,,4,,HIGH,reidin
Al Khayali,1211,2,2019.09,2024-08-26,,12,,HIGH,reidin
Seven Palm,1001,1,839.58,2024-08-26,,10,,HIGH,reidin
Seven Palm,M02,1,850.35,2024-08-26,,M,,HIGH,reidin
Azizi Mina,517,1,925.7,2024-08-26,,5,,HIGH,reidin
Marina Residences,04,,2522.41,2024-08-26,,G,,HIGH,reidin
Tiara Residences,905,3,2264.94,2024-08-26,,9,,HIGH,reidin
Tiara Residences,1206,2,1677.02,2024-08-26,,12,,HIGH,reidin
Marina Residences,03,,1799.08,2024-08-26,,G,,HIGH,reidin
Al Khushkar,901,2,1593.06,2024-08-25,,9,,HIGH,reidin
Al Msalli,701,2,1582.29,2024-08-25,,7,,HIGH,reidin
Al Sultana,603,3,2163.54,2024-08-25,,6,,HIGH,reidin
Al Hallawi,210,3,2160.96,2024-08-24,,2,,HIGH,reidin
Al Habool,409,1,1140.97,2024-08-24,,4,,HIGH,reidin
Serenia Residences,A101,1,1040.22,2024-08-23,,1,,HIGH,reidin
Golden Mile,1606,1,1280.9,2024-08-23,,6,,HIGH,reidin
Al Nabat,308,2,1862.15,2024-08-23,,3,,HIGH,reidin
Seven Palm,RETAIL6,,1004.81,2024-08-23,,G,,HIGH,reidin
The Fairmont Palm Residences,215,2,2055.9,2024-08-23,,2,,HIGH,reidin
Al Hamri,306,2,1991.32,2024-08-23,,3,,HIGH,reidin
Al Habool,209,1,1140.97,2024-08-23,,2,,HIGH,reidin
Al Anbara,909,1,1140.97,2024-08-23,,9,,HIGH,reidin
Palm Tower,1905,1,1055.29,2024-08-23,,19,,HIGH,reidin
Jash Hamad,304,1,1140.97,2024-08-23,,3,,HIGH,reidin
Al Basri,1108,2,1550.86,2024-08-23,,11,,HIGH,reidin
Al Malak,1102,2,1778.09,2024-08-22,,11,,HIGH,reidin
Al Das,207,4,1996.7,2024-08-22,,2,,HIGH,reidin
Al Msalli,505,2,1550.0,2024-08-22,,5,,HIGH,reidin
Al Hamri,908,2,1550.0,2024-08-22,,9,,HIGH,reidin
Balqis Residences,601,3,4917.81,2024-08-22,,6,,HIGH,reidin
Tiara Residences,705,3,2264.94,2024-08-22,,7,,HIGH,reidin
Golden Mile,1705,,3950.35,2024-08-22,,7,,HIGH,reidin
Golden Mile,4609,2,1786.81,2024-08-22,,6,,HIGH,reidin
Seven Palm,902,1,953.68,2024-08-22,,9,,HIGH,reidin
Al Hallawi,803,3,2163.54,2024-08-21,,8,,HIGH,reidin
Golden Mile,7611,2,1794.34,2024-08-21,,6,,HIGH,reidin
Serenia Residences,A313,2,1507.16,2024-08-21,,3,,HIGH,reidin
The 8,20404,2,1319.76,2024-08-21,,4,,HIGH,reidin
The Fairmont Palm Residences,216,2,1776.04,2024-08-21,,2,,HIGH,reidin
Oceana,D03,1,1334.72,2024-08-21,,1,,HIGH,reidin
Al Nabat,610,3,2152.78,2024-08-21,,6,,HIGH,reidin
Golden Mile,2102,2,2098.96,2024-08-21,,1,,HIGH,reidin
Palm Tower,4405,1,1054.86,2024-08-20,,44,,HIGH,reidin
Golden Mile,G401,4,3745.84,2024-08-20,,G,,HIGH,reidin
Oceana,D05,3,2279.9,2024-08-20,,1,,HIGH,reidin
Tiara Residences,1103,1,1295.97,2024-08-20,,11,,HIGH,reidin
Al Sultana,403,3,2158.92,2024-08-20,,4,,HIGH,reidin
Golden Mile,4701,,4881.86,2024-08-20,,7,,HIGH,reidin
Golden Mile,8101,1,1302.43,2024-08-20,,1,,HIGH,reidin
Golden Mile,GM2B9GR05,,1811.99,2024-08-20,,G,,HIGH,reidin
Balqis Residences,716,3,2507.99,2024-08-20,,7,,HIGH,reidin
Al Anbara,1005,2,1550.86,2024-08-19,,LP,,HIGH,reidin
Al Ghaf,PJFRB012,4,6000.01,2024-08-19,,nan,,HIGH,reidin
Al Ramth,104,2,2045.14,2024-08-19,,1,,HIGH,reidin
Royal Atlantis,206,2,2961.9,2024-08-19,,2,,HIGH,reidin
Al Msalli,E042,,1528.04,2024-08-19,,2,,HIGH,reidin
Al Malak,1401,4,10258.0,2024-08-19,,14,,HIGH,reidin
Al Nabat,103,2,2045.03,2024-08-19,,1,,HIGH,reidin
Serenia Residences,A509,1,904.17,2024-08-19,,5,,HIGH,reidin
The Fairmont Palm Residences,311,3,2174.31,2024-08-19,,3,,HIGH,reidin
Al Msalli,E041,,1742.03,2024-08-19,,2,,HIGH,reidin
Al Hallawi,808,2,1550.76,2024-08-19,,8,,HIGH,reidin
Al Nabat,706,2,1991.32,2024-08-19,,7,,HIGH,reidin
Al Basri,301,2,1582.29,2024-08-19,,3,,HIGH,reidin
Al Khayali,802,2,1732.99,2024-08-19,,8,,HIGH,reidin
Al Ramth,611,2,1872.92,2024-08-18,,6,,HIGH,reidin
Balqis Residences,VILLAV03,5,13971.54,2024-08-18,,G,,HIGH,reidin
The 8,20303,2,1323.96,2024-08-16,,3,,HIGH,reidin
Marina Residences,B206,1,1119.45,2024-08-16,,2,,HIGH,reidin
Al Das,905,4,1550.76,2024-08-16,,9,,HIGH,reidin
Jash Falqa,102,3,2217.36,2024-08-16,,1,,HIGH,reidin
Al Das,706,4,1999.93,2024-08-16,,7,,HIGH,reidin
Club Vista Mare,107,0,602.78,2024-08-16,,1,,HIGH,reidin
Al Das,PH06,,1999.93,2024-08-16,,9,,HIGH,reidin
Golden Mile,3102,2,2098.96,2024-08-16,,1,,HIGH,reidin
Al Hatmi,804,1,1140.97,2024-08-16,,8,,HIGH,reidin
Seven Palm,M03,3,1521.26,2024-08-16,,M,,HIGH,reidin
The Fairmont Palm Residences,806,1,1280.58,2024-08-16,,8,,HIGH,reidin
Serenia Residences,B703,1,1130.21,2024-08-16,,7,,HIGH,reidin
Al Das,402,5,2218.12,2024-08-16,,4,,HIGH,reidin
Al Malak,1107,3,2529.52,2024-08-16,,11,,HIGH,reidin
Al Shirawi,PJJPFG08B,6,14100.82,2024-08-16,,nan,,HIGH,reidin
Serenia Residences,C507,1,1033.33,2024-08-16,,5,,HIGH,reidin
Al Sahab,PJFRO126,6,6999.98,2024-08-15,,nan,,HIGH,reidin
Golden Mile,G202,3,3713.55,2024-08-15,,G,,HIGH,reidin
Al Msalli,G02,,924.94,2024-08-15,,G,,HIGH,reidin
Al Mashraba,502,2,1732.99,2024-08-15,,5,,HIGH,reidin
Al Shamsi,424,1,1059.38,2024-08-15,,4,,HIGH,reidin
Al Shirawi,102,3,2217.36,2024-08-14,,1,,HIGH,reidin
Jash Hamad,803,3,2163.54,2024-08-14,,8,,HIGH,reidin
Al Das,304,2,1144.63,2024-08-14,,3,,HIGH,reidin
The 8,RESORT,,7749.9,2024-08-14,,G,,HIGH,reidin
Tiara Residences,305,3,2266.02,2024-08-14,,3,,HIGH,reidin
Al Khayali,1104,2,1745.69,2024-08-13,,11,,HIGH,reidin
Al Basri,PJFRF012,5,5343.95,2024-08-13,,nan,,HIGH,reidin
Golden Mile,5610,2,1786.81,2024-08-13,,6,,HIGH,reidin
Royal Atlantis,309,2,1496.18,2024-08-13,,3,,HIGH,reidin
Al Msalli,B108,,373.08,2024-08-13,,B1,,HIGH,reidin
Balqis Residences,311,3,2970.84,2024-08-13,,3,,HIGH,reidin
Marina Residences,803,1,1140.97,2024-08-13,,8,,HIGH,reidin
Al Msalli,B109,,158.98,2024-08-13,,B1,,HIGH,reidin
Seven Palm,624,0,352.19,2024-08-13,,6,,HIGH,reidin
The Fairmont Palm Residences,802,1,1313.2,2024-08-13,,8,,HIGH,reidin
Seven Palm,926,0,353.27,2024-08-13,,9,,HIGH,reidin
Al Shirawi,1001,2,1582.29,2024-08-13,,10,,HIGH,reidin
Al Mashraba,1010,2,1778.09,2024-08-12,,10,,HIGH,reidin
Serenia Residences,A204,1,1040.44,2024-08-12,,2,,HIGH,reidin
Golden Mile,1409,2,1786.81,2024-08-12,,4,,HIGH,reidin
Golden Mile,9407,2,1883.68,2024-08-12,,4,,HIGH,reidin
Marina Residences,414,1,1140.97,2024-08-12,,4,,HIGH,reidin
The Fairmont Palm Residences,819,2,1722.22,2024-08-12,,8,,HIGH,reidin
Serenia Residences,A105,2,1605.54,2024-08-12,,1,,HIGH,reidin
Al Sultana,407,2,1991.32,2024-08-12,,4,,HIGH,reidin
Al Msalli,202,3,2195.84,2024-08-12,,2,,HIGH,reidin
Al Msalli,904,1,1140.97,2024-08-12,,9,,HIGH,reidin
Al Sahab,PJFRO077,4,5000.05,2024-08-12,,nan,,HIGH,reidin
Golden Mile,3504,1,1302.43,2024-08-12,,5,,HIGH,reidin
Al Malak,PJFRE050,3,5000.05,2024-08-12,,nan,,HIGH,reidin
Golden Mile,10404,1,1306.63,2024-08-12,,4,,HIGH,reidin
Al Murjan,1309,2,1777.98,2024-08-12,,13,,HIGH,reidin
Al Khayali,1201,2,2023.61,2024-08-12,,12,,HIGH,reidin
Seven Palm,40907,2,1646.88,2024-08-12,,9,,HIGH,reidin
Azizi Mina,317,1,936.46,2024-08-11,,3,,HIGH,reidin
Al Ramth,402,2,1732.99,2024-08-11,,4,,HIGH,reidin
Al Shamsi,410,1,1140.44,2024-08-09,,4,,HIGH,reidin
Seven Palm,41106,2,1743.75,2024-08-09,,11,,HIGH,reidin
Jash Falqa,908,2,1550.0,2024-08-09,,LP,,HIGH,reidin
Al Ramth,509,2,1734.93,2024-08-09,,5,,HIGH,reidin
Al Hamri,108,3,2238.89,2024-08-09,,1,,HIGH,reidin
Golden Mile,4310,2,1786.81,2024-08-09,,3,,HIGH,reidin
Al Nabat,110,3,2152.78,2024-08-09,,1,,HIGH,reidin
Palm Tower,3106,0,523.34,2024-08-09,,31,,HIGH,reidin
Al Fahad,PJFRA002,4,5000.05,2024-08-08,,nan,,HIGH,reidin
Serenia Residences,A209,1,893.4,2024-08-08,,2,,HIGH,reidin
Al Nabat,504,1,1136.99,2024-08-08,,5,,HIGH,reidin
Jash Falqa,701,2,1560.77,2024-08-08,,7,,HIGH,reidin
Al Ghaf,PJFRC036,4,5000.05,2024-08-08,,nan,,HIGH,reidin
The Fairmont Palm Residences,619,2,1723.19,2024-08-08,,6,,HIGH,reidin
Golden Mile,10301,1,1302.43,2024-08-07,,3,,HIGH,reidin
Al Malak,PJFRE066,4,5000.05,2024-08-07,,nan,,HIGH,reidin
Al Malak,603,2,1732.99,2024-08-07,,6,,HIGH,reidin
Golden Mile,9306,1,1289.52,2024-08-07,,3,,HIGH,reidin
Al Khushkar,409,1,1140.97,2024-08-07,,4,,HIGH,reidin
Jash Falqa,101,2,1602.96,2024-08-07,,1,,HIGH,reidin
Seven Palm,923,0,355.21,2024-08-07,,9,,HIGH,reidin
Al Mashraba,G01,2,1934.81,2024-08-07,,G,,HIGH,reidin
Al Das,211,5,2206.71,2024-08-07,,2,,HIGH,reidin
Al Msalli,F054,,1628.04,2024-08-07,,1,,HIGH,reidin
Palm Tower,PWBCFB07,,5628.66,2024-08-06,,G,,HIGH,reidin
Golden Mile,2112,3,3767.37,2024-08-06,,1,,HIGH,reidin
Jash Falqa,512,2,1560.77,2024-08-06,,5,,HIGH,reidin
Golden Mile,1704,,10222.26,2024-08-06,,7,,HIGH,reidin
Golden Mile,5112,3,3767.37,2024-08-06,,1,,HIGH,reidin
Balqis Residences,905,3,2328.23,2024-08-06,,9,,HIGH,reidin
Golden Mile,10501,1,1304.58,2024-08-06,,5,,HIGH,reidin
Al Seef,PJFRM022,4,5000.05,2024-08-06,,nan,,HIGH,reidin
Al Basri,102,3,2222.64,2024-08-06,,1,,HIGH,reidin
Al Sahab,801,3,4871.74,2024-08-06,,8,,HIGH,reidin
The Fairmont Palm Residences,524,2,1726.31,2024-08-05,,5,,HIGH,reidin
The Fairmont Palm Residences,5V037,5,3428.3,2024-08-05,,nan,,HIGH,reidin
Al Hallawi,1009,1,1140.97,2024-08-05,,10,,HIGH,reidin
Al Khushkar,309,1,1140.97,2024-08-05,,3,,HIGH,reidin
Al Nabat,201,2,1593.06,2024-08-05,,2,,HIGH,reidin
The Fairmont Palm Residences,912,2,1722.22,2024-08-05,,9,,HIGH,reidin
Al Sultana,704,1,1144.63,2024-08-05,,7,,HIGH,reidin
Marina Residences,401,2,2012.85,2024-08-04,,4,,HIGH,reidin
Golden Mile,1407,2,1883.68,2024-08-04,,4,,HIGH,reidin
The Fairmont Palm Residences,108,1,1445.59,2024-08-04,,1,,HIGH,reidin
Seven Palm,1009,1,710.42,2024-08-02,,10,,HIGH,reidin
Serenia Residences,A505,1,1065.63,2024-08-02,,5,,HIGH,reidin
Al Ghaf,PJFRB009,6,6999.98,2024-08-02,,nan,,HIGH,reidin
Al Habool,410,3,2152.78,2024-08-02,,4,,HIGH,reidin
Jash Falqa,910,3,2142.02,2024-08-02,,LP,,HIGH,reidin
Al Hatmi,503,3,2163.54,2024-08-02,,5,,HIGH,reidin
Seven Palm,430,1,742.71,2024-08-02,,4,,HIGH,reidin
Al Murjan,G01,3,2734.03,2024-08-02,,G,,HIGH,reidin
Golden Mile,8203,2,1799.94,2024-08-02,,2,,HIGH,reidin
Al Ghaf,PJFRC068,4,5000.05,2024-08-02,,nan,,HIGH,reidin
Al Das,812,4,1589.07,2024-08-01,,8,,HIGH,reidin
Al Shamsi,328,3,2184.43,2024-08-01,,3,,HIGH,reidin
Tiara Residences,1105,3,2266.02,2024-08-01,,11,,HIGH,reidin
Al Khayali,PJFRC083,6,6999.98,2024-08-01,,nan,,HIGH,reidin
The Fairmont Palm Residences,906,1,1280.58,2024-08-01,,9,,HIGH,reidin
Al Nabat,205,2,1550.0,2024-08-01,,2,,HIGH,reidin
Al Habool,711,3,2181.3,2024-08-01,,7,,HIGH,reidin
Serenia Residences,C107,2,1829.86,2024-08-01,,1,,HIGH,reidin
Tiara Residences,P04,1,1869.04,2024-08-01,,PR4,,HIGH,reidin
Al Msalli,P049,,2517.03,2024-08-01,,G,,HIGH,reidin
Royal Atlantis,704,1,785.76,2024-08-01,,7,,HIGH,reidin
Al Hallawi,1111,3,2185.07,2024-08-01,,LP,,HIGH,reidin
Golden Mile,G201,3,3713.55,2024-08-01,,G,,HIGH,reidin
Golden Mile,7207,2,1883.68,2024-07-31,,2,,HIGH,reidin
The 8,20503,2,1323.96,2024-07-31,,5,,HIGH,reidin
The 8,20411,2,1337.09,2024-07-31,,4,,HIGH,reidin
Palm Tower,3506,0,527.43,2024-07-31,,35,,HIGH,reidin
Al Khushkar,712,2,1593.06,2024-07-31,,7,,HIGH,reidin
Al Malak,506,3,4052.61,2024-07-31,,5,,HIGH,reidin
The Fairmont Palm Residences,620,2,2002.09,2024-07-31,,6,,HIGH,reidin
Palm Tower,3516,0,527.43,2024-07-31,,35,,HIGH,reidin
Golden Mile,1101,1,1496.18,2024-07-31,,1,,HIGH,reidin
