building_name,unit_number,bedrooms,size_sqft,contract_date,transaction_amount,floor_level,view,confidence,sources
The Fairmont Palm Residences,5V046,5,3379.86,2024-07-31,,nan,,HIGH,reidin
Golden Mile,5601,1,1302.43,2024-07-31,,6,,HIGH,reidin
Balqis Residences,1101,6,17362.17,2024-07-30,,11,,HIGH,reidin
Royal Atlantis,504,1,790.61,2024-07-30,,5,,HIGH,reidin
Oceana,1101,2,1711.46,2024-07-30,,12,,HIGH,reidin
Al Shirawi,902,3,2185.07,2024-07-30,,9,,HIGH,reidin
Golden Mile,5607,2,1886.8,2024-07-30,,6,,HIGH,reidin
Golden Mile,8410,2,1786.81,2024-07-30,,4,,HIGH,reidin
Al Shamsi,130,3,2171.94,2024-07-30,,1,,HIGH,reidin
Tiara Residences,304,1,1298.99,2024-07-29,,3,,HIGH,reidin
Balqis Residences,GR10,,1013.96,2024-07-29,,G,,HIGH,reidin
Al Basri,201,2,1582.29,2024-07-29,,2,,HIGH,reidin
Jash Hamad,605,2,1553.66,2024-07-29,,6,,HIGH,reidin
Golden Mile,6310,2,1797.57,2024-07-29,,3,,HIGH,reidin
Al Habool,807,2,1991.32,2024-07-29,,8,,HIGH,reidin
Al Hallawi,201,2,1586.17,2024-07-29,,2,,HIGH,reidin
Golden Mile,4401,1,1302.43,2024-07-29,,4,,HIGH,reidin
Serenia Residences,A412,2,1604.9,2024-07-29,,4,,HIGH,reidin
Serenia Residences,A413,2,1507.16,2024-07-29,,4,,HIGH,reidin
Al Das,702,5,2186.9,2024-07-29,,7,,HIGH,reidin
Balqis Residences,GR09,,6708.6,2024-07-29,,G,,HIGH,reidin
Marina Residences,A108,1,1097.92,2024-07-28,,1,,HIGH,reidin
Al Anbara,307,2,1991.32,2024-07-28,,3,,HIGH,reidin
Golden Mile,5506,1,1280.9,2024-07-27,,5,,HIGH,reidin
Al Shamsi,423,1,1059.38,2024-07-26,,4,,HIGH,reidin
Marina Residences,07,,1128.92,2024-07-26,,G,,HIGH,reidin
Al Shamsi,120,3,2164.51,2024-07-26,,1,,HIGH,reidin
Al Shamsi,224,1,1188.33,2024-07-26,,2,,HIGH,reidin
Al Shamsi,411,1,1059.38,2024-07-26,,4,,HIGH,reidin
Al Hallawi,801,2,1582.29,2024-07-26,,8,,HIGH,reidin
Al Hallawi,506,2,2012.85,2024-07-26,,5,,HIGH,reidin
Al Murjan,1010,2,1776.04,2024-07-26,,10,,HIGH,reidin
Tiara Residences,1006,2,1677.02,2024-07-26,,10,,HIGH,reidin
Al Shamsi,416,1,1143.13,2024-07-26,,4,,HIGH,reidin
Al Khushkar,905,2,1550.0,2024-07-26,,9,,HIGH,reidin
The Fairmont Palm Residences,327,2,1754.52,2024-07-26,,3,,HIGH,reidin
Kempinski Residences,G17,2,3993.41,2024-07-25,,G,,HIGH,reidin
Al Hallawi,405,2,1550.0,2024-07-25,,4,,HIGH,reidin
Marina Residences,504,1,1140.97,2024-07-25,,5,,HIGH,reidin
Al Sultana,608,2,1550.0,2024-07-25,,6,,HIGH,reidin
Kempinski Residences,425,2,1765.28,2024-07-25,,4,,HIGH,reidin
Al Das,604,2,1144.63,2024-07-25,,6,,HIGH,reidin
Royal Atlantis,810,1,1097.92,2024-07-25,,8,,HIGH,reidin
Al Hallawi,605,2,1550.0,2024-07-25,,6,,HIGH,reidin
Balqis Residences,VILLAV27,5,13917.72,2024-07-25,,G,,HIGH,reidin
Oceana,G02,1,1377.78,2024-07-25,,G,,HIGH,reidin
Al Fahad,PJFRL053,6,6999.98,2024-07-25,,nan,,HIGH,reidin
Tiara Residences,1201,2,1677.02,2024-07-25,,12,,HIGH,reidin
Al Das,310,5,2156.87,2024-07-25,,3,,HIGH,reidin
Al Sultana,601,2,1563.35,2024-07-24,,6,,HIGH,reidin
Al Hatmi,705,2,1550.76,2024-07-24,,7,,HIGH,reidin
Royal Atlantis,609,2,1420.83,2024-07-24,,6,,HIGH,reidin
Al Shamsi,426,1,1140.44,2024-07-24,,4,,HIGH,reidin
Azizi Mina,804,2,1496.18,2024-07-24,,8,,HIGH,reidin
Oceana,604,1,1338.17,2024-07-24,,7,,HIGH,reidin
Al Shamsi,417,3,2419.83,2024-07-24,,4,,HIGH,reidin
Al Murjan,1002,2,1776.04,2024-07-24,,10,,HIGH,reidin
The Fairmont Palm Residences,P308,,11635.78,2024-07-23,,10,,HIGH,reidin
Golden Mile,1506,1,1288.22,2024-07-23,,5,,HIGH,reidin
Al Hatmi,204,1,1144.63,2024-07-23,,2,,HIGH,reidin
Kempinski Residences,304,2,1765.28,2024-07-23,,3,,HIGH,reidin
Al Msalli,810,3,2154.72,2024-07-23,,8,,HIGH,reidin
Al Das,PH12,,1589.07,2024-07-23,,9,,HIGH,reidin
Marina Residences,CG03,2,3772.21,2024-07-23,,G,,HIGH,reidin
Al Malak,203,2,2034.38,2024-07-23,,2,,HIGH,reidin
Al Das,703,5,2156.87,2024-07-23,,7,,HIGH,reidin
Al Ramth,701,2,1870.01,2024-07-23,,7,,HIGH,reidin
Al Msalli,B1025,,2545.99,2024-07-23,,LG,,HIGH,reidin
Golden Mile,5111,2,2594.1,2024-07-23,,1,,HIGH,reidin
Al Khayali,409,2,1927.49,2024-07-22,,4,,HIGH,reidin
Al Nabat,304,2,1857.74,2024-07-22,,3,,HIGH,reidin
Golden Mile,4107,2,1937.82,2024-07-22,,1,,HIGH,reidin
Al Habool,404,1,1140.97,2024-07-22,,4,,HIGH,reidin
Al Mashraba,704,2,1743.75,2024-07-22,,7,,HIGH,reidin
Al Malak,204,2,2034.38,2024-07-22,,2,,HIGH,reidin
Al Murjan,504,2,1743.75,2024-07-22,,5,,HIGH,reidin
Al Nabat,711,2,1870.01,2024-07-22,,7,,HIGH,reidin
The 8,HAIRSALON,,1345.49,2024-07-22,,G,,HIGH,reidin
Al Hamri,1004,1,1140.97,2024-07-22,,LP,,HIGH,reidin
The Fairmont Palm Residences,5V042,5,3428.3,2024-07-22,,nan,,HIGH,reidin
The Fairmont Palm Residences,5V063,5,3336.81,2024-07-22,,nan,,HIGH,reidin
The Fairmont Palm Residences,5V064,5,3336.81,2024-07-22,,nan,,HIGH,reidin
The Fairmont Palm Residences,5V048,5,3428.3,2024-07-22,,nan,,HIGH,reidin
Tiara Residences,901,2,1679.17,2024-07-22,,9,,HIGH,reidin
Golden Mile,10307,2,1887.67,2024-07-22,,3,,HIGH,reidin
Al Malak,1203,2,1777.98,2024-07-21,,12,,HIGH,reidin
Royal Atlantis,105,1,981.67,2024-07-20,,1,,HIGH,reidin
Marina Residences,A204,2,2034.38,2024-07-19,,2,,HIGH,reidin
Balqis Residences,411,2,1921.79,2024-07-19,,4,,HIGH,reidin
Al Sultana,309,1,1144.63,2024-07-19,,3,,HIGH,reidin
Oceana,G06,1,1424.39,2024-07-19,,G,,HIGH,reidin
Azizi Mina,717,1,914.93,2024-07-19,,7,,HIGH,reidin
Jash Hamad,909,1,1140.97,2024-07-18,,9,,HIGH,reidin
Al Mashraba,303,2,1935.35,2024-07-18,,3,,HIGH,reidin
Al Das,411,5,2218.12,2024-07-18,,4,,HIGH,reidin
Al Khushkar,612,2,1593.06,2024-07-18,,6,,HIGH,reidin
Oceana,701,2,1711.46,2024-07-18,,8,,HIGH,reidin
Al Basri,1008,2,1550.0,2024-07-18,,10,,HIGH,reidin
Al Anbara,406,2,2002.09,2024-07-18,,4,,HIGH,reidin
Marina Residences,A504,1,1119.45,2024-07-18,,5,,HIGH,reidin
Palm Tower,2211,0,601.27,2024-07-18,,22,,HIGH,reidin
Golden Mile,9404,1,1302.43,2024-07-18,,4,,HIGH,reidin
Al Murjan,1003,2,1776.04,2024-07-18,,10,,HIGH,reidin
Al Mashraba,1310,2,1776.04,2024-07-18,,13,,HIGH,reidin
Seven Palm,30107,2,1792.3,2024-07-18,,1,,HIGH,reidin
Seven Palm,C8,,13358.0,2024-07-18,,13,,HIGH,reidin
Seven Palm,40906,2,1743.75,2024-07-17,,9,,HIGH,reidin
Al Anbara,508,2,1550.0,2024-07-17,,5,,HIGH,reidin
Tiara Residences,1102,3,2389.59,2024-07-17,,11,,HIGH,reidin
Al Hatmi,508,2,1550.76,2024-07-17,,5,,HIGH,reidin
Al Khayali,1207,3,2518.75,2024-07-17,,12,,HIGH,reidin
Marina Residences,B306,1,1120.09,2024-07-17,,3,,HIGH,reidin
Al Nabat,G08,2,1550.0,2024-07-17,,G,,HIGH,reidin
Al Shirawi,208,2,1550.0,2024-07-16,,2,,HIGH,reidin
Golden Mile,2106,1,1280.9,2024-07-16,,1,,HIGH,reidin
Al Nabat,G12,2,1602.96,2024-07-16,,G,,HIGH,reidin
Marina Residences,617,2,2023.61,2024-07-16,,6,,HIGH,reidin
Marina Residences,212,1,1140.97,2024-07-16,,2,,HIGH,reidin
Marina Residences,215,1,1140.97,2024-07-16,,2,,HIGH,reidin
Golden Mile,G807,1,1765.28,2024-07-16,,G,,HIGH,reidin
Al Khayali,1102,2,1776.04,2024-07-16,,11,,HIGH,reidin
Marina Residences,410,1,1140.97,2024-07-16,,4,,HIGH,reidin
Al Hamri,408,2,1550.76,2024-07-15,,4,,HIGH,reidin
Palm Tower,PWBCFB06,,5624.35,2024-07-15,,G,,HIGH,reidin
Golden Mile,2412,3,2421.88,2024-07-15,,4,,HIGH,reidin
Marina Residences,BG01,1,1539.24,2024-07-15,,G,,HIGH,reidin
Marina Residences,907,1,1142.05,2024-07-15,,9,,HIGH,reidin
Marina Residences,B201,1,1120.09,2024-07-15,,2,,HIGH,reidin
Al Ramth,604,2,1743.75,2024-07-14,,6,,HIGH,reidin
Serenia Residences,C310,2,1700.7,2024-07-14,,3,,HIGH,reidin
Golden Mile,10412,3,2414.45,2024-07-14,,4,,HIGH,reidin
Al Sahab,PJFRO108,5,5460.96,2024-07-14,,nan,,HIGH,reidin
Club Vista Mare,103,0,606.87,2024-07-13,,1,,HIGH,reidin
Seven Palm,41209,2,2228.13,2024-07-12,,12,,HIGH,reidin
Golden Mile,7109,2,2595.39,2024-07-12,,1,,HIGH,reidin
Golden Mile,3111,2,2440.28,2024-07-12,,1,,HIGH,reidin
Tiara Residences,502,3,2271.18,2024-07-12,,5,,HIGH,reidin
Tiara Residences,G06,1,1358.08,2024-07-12,,G,,HIGH,reidin
Palm Tower,1908,0,516.67,2024-07-12,,19,,HIGH,reidin
Al Mashraba,410,2,1733.53,2024-07-12,,4,,HIGH,reidin
Marina Residences,517,2,2012.85,2024-07-12,,5,,HIGH,reidin
Seven Palm,1006,2,1108.68,2024-07-12,,10,,HIGH,reidin
Al Basri,1208,2,1550.0,2024-07-12,,LP,,HIGH,reidin
Al Hallawi,PH01,4,4832.99,2024-07-11,,LP,,HIGH,reidin
Oceana,905,3,2281.95,2024-07-11,,10,,HIGH,reidin
Golden Mile,6412,3,2421.88,2024-07-11,,4,,HIGH,reidin
Golden Mile,8401,1,1302.43,2024-07-11,,4,,HIGH,reidin
Al Sahab,PJFRO040,4,5000.05,2024-07-11,,nan,,HIGH,reidin
Al Fahad,PJFRL064,4,5000.05,2024-07-11,,nan,,HIGH,reidin
Golden Mile,6602,2,1797.57,2024-07-11,,6,,HIGH,reidin
Al Sultana,PJFRP032,4,5000.05,2024-07-11,,nan,,HIGH,reidin
Golden Mile,2110,2,2604.86,2024-07-11,,1,,HIGH,reidin
Al Msalli,F055,,1619.97,2024-07-11,,1,,HIGH,reidin
Al Msalli,R014,,2398.52,2024-07-10,,R,,HIGH,reidin
The 8,81,,430.56,2024-07-10,,G,,HIGH,reidin
Golden Mile,9305,2,1808.34,2024-07-10,,3,,HIGH,reidin
Golden Mile,8704,4,10247.23,2024-07-10,,7,,HIGH,reidin
Al Msalli,R014A,,4037.11,2024-07-10,,G,,HIGH,reidin
Al Shirawi,106,2,1550.0,2024-07-10,,1,,HIGH,reidin
Serenia Residences,C206,2,1722.22,2024-07-10,,2,,HIGH,reidin
Seven Palm,909,1,710.42,2024-07-10,,9,,HIGH,reidin
Al Nabat,211,2,1953.32,2024-07-10,,2,,HIGH,reidin
Al Basri,711,3,2185.07,2024-07-10,,7,,HIGH,reidin
Oceana,705,3,2281.95,2024-07-10,,8,,HIGH,reidin
Al Murjan,307,3,2443.41,2024-07-10,,3,,HIGH,reidin
Al Shamsi,211,1,1267.77,2024-07-09,,2,,HIGH,reidin
Al Shamsi,204,2,1560.33,2024-07-09,,2,,HIGH,reidin
Al Hallawi,603,3,2163.54,2024-07-09,,6,,HIGH,reidin
Seven Palm,40802,2,2075.06,2024-07-09,,8,,HIGH,reidin
The Fairmont Palm Residences,5V032,5,3336.81,2024-07-09,,nan,,HIGH,reidin
Club Vista Mare,124,0,606.87,2024-07-09,,1,,HIGH,reidin
Al Hallawi,204,1,1140.97,2024-07-09,,2,,HIGH,reidin
Palm Tower,3305,1,1054.86,2024-07-08,,33,,HIGH,reidin
Al Basri,408,2,1550.0,2024-07-08,,4,,HIGH,reidin
Palm Tower,2319,1,1108.68,2024-07-08,,23,,HIGH,reidin
Golden Mile,9509,2,1787.78,2024-07-08,,5,,HIGH,reidin
Jash Hamad,202,3,2206.6,2024-07-08,,2,,HIGH,reidin
Al Malak,809,2,1732.99,2024-07-08,,8,,HIGH,reidin
The 8,101,1,419.36,2024-07-08,,1,,HIGH,reidin
Golden Mile,8604,1,1302.43,2024-07-08,,6,,HIGH,reidin
Al Sahab,PJFRO051,6,6999.98,2024-07-08,,nan,,HIGH,reidin
The Fairmont Palm Residences,408,1,1291.67,2024-07-08,,4,,HIGH,reidin
Al Msalli,1004,1,1140.97,2024-07-08,,LP,,HIGH,reidin
Al Nabat,702,3,2181.95,2024-07-08,,7,,HIGH,reidin
Jash Hamad,712,2,1582.29,2024-07-08,,7,,HIGH,reidin
Al Nabat,PJFRN73B,5,4999.94,2024-07-08,,nan,,HIGH,reidin
Al Khushkar,203,3,2152.78,2024-07-06,,2,,HIGH,reidin
The Fairmont Palm Residences,724,2,1725.35,2024-07-06,,7,,HIGH,reidin
Al Mashraba,703,2,1734.93,2024-07-06,,7,,HIGH,reidin
Golden Mile,2506,1,1288.22,2024-07-05,,5,,HIGH,reidin
Al Basri,309,1,1144.63,2024-07-05,,3,,HIGH,reidin
Al Habool,509,1,1140.97,2024-07-05,,5,,HIGH,reidin
Royal Atlantis,111,1,1087.15,2024-07-05,,1,,HIGH,reidin
Marina Residences,B402,2,2507.99,2024-07-05,,4,,HIGH,reidin
Al Shirawi,803,3,2163.54,2024-07-05,,8,,HIGH,reidin
The 8,1001,1,656.6,2024-07-05,,10,,HIGH,reidin
Golden Mile,7405,2,1808.34,2024-07-05,,4,,HIGH,reidin
Palm Tower,3201,0,505.9,2024-07-05,,32,,HIGH,reidin
Al Anbara,1003,3,2185.07,2024-07-05,,LP,,HIGH,reidin
Golden Mile,1201,1,1303.83,2024-07-05,,2,,HIGH,reidin
Al Ramth,310,2,2040.62,2024-07-05,,3,,HIGH,reidin
Al Hallawi,101,2,1614.59,2024-07-04,,1,,HIGH,reidin
Golden Mile,9602,2,1797.57,2024-07-04,,6,,HIGH,reidin
Al Msalli,1008,2,1550.0,2024-07-04,,LP,,HIGH,reidin
Al Sultana,501,2,1560.77,2024-07-04,,5,,HIGH,reidin
Al Nabat,808,2,1743.75,2024-07-04,,8,,HIGH,reidin
Al Ghaf,PJFRB091,4,5000.05,2024-07-04,,nan,,HIGH,reidin
Jash Hamad,204,1,1140.97,2024-07-04,,2,,HIGH,reidin
Al Nabat,1307,3,2518.75,2024-07-04,,13,,HIGH,reidin
Al Hallawi,301,2,1582.29,2024-07-04,,3,,HIGH,reidin
Marina Residences,116,1,1385.1,2024-07-03,,1,,HIGH,reidin
Al Nabat,607,3,2432.64,2024-07-03,,6,,HIGH,reidin
Al Shamsi,432,2,1681.97,2024-07-03,,4,,HIGH,reidin
Al Shamsi,320,1,1140.54,2024-07-03,,3,,HIGH,reidin
Al Hatmi,909,1,1140.97,2024-07-03,,9,,HIGH,reidin
Balqis Residences,406,2,1959.03,2024-07-03,,4,,HIGH,reidin
Royal Atlantis,602,1,1065.63,2024-07-03,,6,,HIGH,reidin
Al Khayali,1304,2,1745.69,2024-07-03,,13,,HIGH,reidin
Al Habool,204,1,1140.97,2024-07-03,,2,,HIGH,reidin
Royal Atlantis,311,2,1442.36,2024-07-03,,3,,HIGH,reidin
Tiara Residences,701,2,1677.02,2024-07-03,,7,,HIGH,reidin
Royal Atlantis,802,1,1065.63,2024-07-03,,8,,HIGH,reidin
Al Khushkar,1008,2,1550.76,2024-07-03,,10,,HIGH,reidin
The Fairmont Palm Residences,520,2,2002.09,2024-07-03,,5,,HIGH,reidin
Al Fahad,PJFRA056,5,5343.95,2024-07-03,,nan,,HIGH,reidin
The Fairmont Palm Residences,703,1,1291.67,2024-07-02,,7,,HIGH,reidin
Marina Residences,B102,1,1097.92,2024-07-02,,1,,HIGH,reidin
Al Hamri,602,3,2238.89,2024-07-02,,6,,HIGH,reidin
Al Malak,1010,2,1778.09,2024-07-02,,10,,HIGH,reidin
Serenia Residences,B202,3,4877.12,2024-07-02,,2,,HIGH,reidin
Marina Residences,B104,2,1682.83,2024-07-02,,1,,HIGH,reidin
Al Sultana,212,2,1582.29,2024-07-02,,2,,HIGH,reidin
Al Khushkar,1006,2,2002.09,2024-07-02,,10,,HIGH,reidin
Al Msalli,B107,,185.89,2024-07-02,,B1,,HIGH,reidin
Al Msalli,906,2,1991.32,2024-07-02,,9,,HIGH,reidin
Al Ramth,1110,2,1776.04,2024-07-02,,11,,HIGH,reidin
Oceana,1204,1,1334.72,2024-07-02,,13,,HIGH,reidin
Al Habool,601,2,1582.29,2024-07-02,,6,,HIGH,reidin
Al Shamsi,229,1,1268.42,2024-07-01,,2,,HIGH,reidin
The Fairmont Palm Residences,804,1,1323.96,2024-07-01,,8,,HIGH,reidin
The Fairmont Palm Residences,5V039,5,3428.3,2024-07-01,,nan,,HIGH,reidin
Seven Palm,1026,0,353.27,2024-07-01,,10,,HIGH,reidin
Tiara Residences,D05,3,2264.94,2024-07-01,,DCK,,HIGH,reidin
Golden Mile,4611,2,1794.34,2024-07-01,,6,,HIGH,reidin
Golden Mile,3310,2,1797.57,2024-07-01,,3,,HIGH,reidin
Golden Mile,9501,1,1302.43,2024-07-01,,5,,HIGH,reidin
Golden Mile,GM2B7GR23,,4151.64,2024-07-01,,G,,HIGH,reidin
Tiara Residences,1203,1,1298.99,2024-07-01,,12,,HIGH,reidin
Royal Atlantis,808,2,1475.19,2024-07-01,,8,,HIGH,reidin
Al Nabat,508,2,1743.75,2024-07-01,,5,,HIGH,reidin
Al Nabat,312,2,1590.04,2024-07-01,,3,,HIGH,reidin
Palm Tower,4702,2,2314.24,2024-07-01,,47,,HIGH,reidin
Al Mashraba,603,2,1732.99,2024-07-01,,6,,HIGH,reidin
Al Basri,403,3,2163.54,2024-07-01,,4,,HIGH,reidin
Al Shirawi,501,2,1582.29,2024-06-30,,5,,HIGH,reidin
Al Mashraba,711,2,1862.15,2024-06-30,,7,,HIGH,reidin
Seven Palm,323,0,428.62,2024-06-29,,3,,HIGH,reidin
Golden Mile,3501,1,1303.83,2024-06-29,,5,,HIGH,reidin
Golden Mile,3404,1,1306.63,2024-06-29,,4,,HIGH,reidin
Al Hallawi,503,3,2163.54,2024-06-29,,5,,HIGH,reidin
Al Hallawi,307,2,2002.09,2024-06-28,,3,,HIGH,reidin
Al Shamsi,428,3,2192.82,2024-06-28,,4,,HIGH,reidin
Golden Mile,6102,2,2098.96,2024-06-28,,1,,HIGH,reidin
Serenia Residences,A605,1,1065.63,2024-06-28,,6,,HIGH,reidin
Al Murjan,G03,3,2734.03,2024-06-28,,G,,HIGH,reidin
Al Khushkar,210,3,2152.78,2024-06-28,,2,,HIGH,reidin
Al Anbara,1008,2,1550.0,2024-06-28,,LP,,HIGH,reidin
Al Mashraba,801,2,1872.92,2024-06-27,,8,,HIGH,reidin
Al Basri,PJFRF092,5,6999.98,2024-06-27,,nan,,HIGH,reidin
Jash Hamad,406,2,1991.32,2024-06-27,,4,,HIGH,reidin
Balqis Residences,1006,2,1965.49,2024-06-27,,10,,HIGH,reidin
Al Nabat,906,3,4053.47,2024-06-27,,9,,HIGH,reidin
The 8,8701,4,13013.56,2024-06-27,,7,,HIGH,reidin
The 8,5602,3,5469.25,2024-06-27,,6,,HIGH,reidin
Palm Tower,1916,0,527.43,2024-06-27,,19,,HIGH,reidin
Al Msalli,E036,,1436.01,2024-06-27,,2,,HIGH,reidin
Al Msalli,F087,,2345.99,2024-06-27,,1,,HIGH,reidin
Al Msalli,F007,,1380.04,2024-06-27,,1,,HIGH,reidin
Al Malak,PJFRE095,6,6999.98,2024-06-27,,nan,,HIGH,reidin
Al Sultana,809,1,1144.63,2024-06-27,,8,,HIGH,reidin
Al Mashraba,910,2,1732.99,2024-06-26,,9,,HIGH,reidin
Jash Falqa,710,3,2142.02,2024-06-26,,7,,HIGH,reidin
Al Mashraba,LG02,2,2045.14,2024-06-26,,LG,,HIGH,reidin
Al Sultana,110,2,1593.06,2024-06-26,,1,,HIGH,reidin
Al Murjan,1208,2,1743.75,2024-06-26,,12,,HIGH,reidin
Oceana,504,1,1338.17,2024-06-26,,6,,HIGH,reidin
Golden Mile,5312,3,2421.88,2024-06-26,,3,,HIGH,reidin
Kempinski Residences,RG06,,15241.68,2024-06-26,,G,,HIGH,reidin
Al Hallawi,1007,2,1991.32,2024-06-26,,10,,HIGH,reidin
Golden Mile,2607,2,1886.8,2024-06-26,,6,,HIGH,reidin
Golden Mile,3412,3,2421.34,2024-06-26,,4,,HIGH,reidin
Club Vista Mare,003,,4970.55,2024-06-26,,G,,HIGH,reidin
Al Murjan,808,2,1743.75,2024-06-26,,8,,HIGH,reidin
Al Shamsi,420,1,1143.88,2024-06-25,,4,,HIGH,reidin
Marina Residences,A104,2,1754.52,2024-06-25,,1,,HIGH,reidin
Al Shamsi,223,1,1268.85,2024-06-25,,2,,HIGH,reidin
Al Habool,403,3,2152.78,2024-06-25,,4,,HIGH,reidin
Al Malak,1403,5,13095.47,2024-06-25,,14,,HIGH,reidin
Al Msalli,P065B,,444.01,2024-06-25,,G,,HIGH,reidin
Al Shamsi,G23,3,3152.32,2024-06-25,,G,,HIGH,reidin
Golden Mile,7203,2,1801.77,2024-06-24,,2,,HIGH,reidin
Marina Residences,312,1,1142.7,2024-06-24,,3,,HIGH,reidin
Al Msalli,F081,,1464.0,2024-06-24,,1,,HIGH,reidin
Al Shamsi,G54,3,3161.03,2024-06-24,,G,,HIGH,reidin
Al Habool,1003,3,2142.02,2024-06-24,,LP,,HIGH,reidin
The Fairmont Palm Residences,B106,3,5198.96,2024-06-24,,B1,,HIGH,reidin
Al Shirawi,502,3,2217.36,2024-06-24,,5,,HIGH,reidin
Al Basri,708,2,1550.0,2024-06-24,,7,,HIGH,reidin
Al Hallawi,303,3,2163.54,2024-06-24,,3,,HIGH,reidin
Al Fahad,PJFRL054,4,5000.05,2024-06-24,,nan,,HIGH,reidin
Al Anbara,303,3,2158.92,2024-06-24,,3,,HIGH,reidin
Balqis Residences,910,2,1926.74,2024-06-24,,9,,HIGH,reidin
Al Hamri,909,1,1140.97,2024-06-23,,9,,HIGH,reidin
Al Malak,1301,2,2012.85,2024-06-22,,13,,HIGH,reidin
Al Shirawi,110,2,1603.82,2024-06-21,,1,,HIGH,reidin
Al Ramth,111,2,1975.28,2024-06-21,,1,,HIGH,reidin
Al Ghaf,PJFRB025,5,5343.95,2024-06-21,,nan,,HIGH,reidin
Al Nabat,812,2,1582.29,2024-06-21,,8,,HIGH,reidin
Al Mashraba,GF02,,927.31,2024-06-21,,1,,HIGH,reidin
Golden Mile,3311,2,1794.34,2024-06-20,,3,,HIGH,reidin
Al Hamri,J1,1,742.71,2024-06-20,,1,,HIGH,reidin
Golden Mile,3305,2,1808.34,2024-06-20,,3,,HIGH,reidin
Al Hallawi,1004,1,1140.97,2024-06-20,,10,,HIGH,reidin
Al Hallawi,804,1,1145.39,2024-06-20,,8,,HIGH,reidin
Al Mashraba,110,2,2045.68,2024-06-20,,1,,HIGH,reidin
Al Fahad,PJFRA046,5,6999.98,2024-06-20,,nan,,HIGH,reidin
Al Malak,303,2,1937.5,2024-06-20,,3,,HIGH,reidin
Al Fahad,PJFRL041,6,6999.98,2024-06-20,,nan,,HIGH,reidin
Al Hamri,312,2,1582.29,2024-06-20,,3,,HIGH,reidin
Golden Mile,5706,,4445.49,2024-06-19,,7,,HIGH,reidin
Kempinski Residences,611,4,3853.48,2024-06-19,,6,,HIGH,reidin
Golden Mile,G204,3,3702.78,2024-06-19,,G,,HIGH,reidin
The Fairmont Palm Residences,4V099,4,3137.68,2024-06-19,,nan,,HIGH,reidin
Balqis Residences,202,5,10182.65,2024-06-19,,2,,HIGH,reidin
Al Khushkar,811,3,2185.07,2024-06-19,,8,,HIGH,reidin
Al Hatmi,504,1,1140.97,2024-06-19,,5,,HIGH,reidin
Al Ghaf,PJFRB084,4,5000.05,2024-06-19,,nan,,HIGH,reidin
Golden Mile,1411,2,1797.57,2024-06-19,,4,,HIGH,reidin
Golden Mile,10111,2,2604.86,2024-06-19,,1,,HIGH,reidin
The Fairmont Palm Residences,716,2,1777.34,2024-06-19,,7,,HIGH,reidin
The 8,10110,2,1329.66,2024-06-19,,1,,HIGH,reidin
The Fairmont Palm Residences,707,1,1291.67,2024-06-19,,7,,HIGH,reidin
Golden Mile,9512,3,2414.24,2024-06-17,,5,,HIGH,reidin
Al Hamri,209,1,1140.97,2024-06-15,,2,,HIGH,reidin
Royal Atlantis,703,2,1625.35,2024-06-15,,7,,HIGH,reidin
Al Shirawi,801,2,1582.29,2024-06-14,,8,,HIGH,reidin
Al Shirawi,305,2,1550.76,2024-06-14,,3,,HIGH,reidin
Al Shamsi,G41,3,4484.99,2024-06-14,,G,,HIGH,reidin
Al Anbara,PH01,4,4832.99,2024-06-13,,LP,,HIGH,reidin
Al Nabat,PJFRN069B,5,4843.76,2024-06-13,,nan,,HIGH,reidin
Al Seef,PJFRM115,4,5000.05,2024-06-13,,nan,,HIGH,reidin
Al Shirawi,205,2,1550.76,2024-06-13,,2,,HIGH,reidin
The Fairmont Palm Residences,P302,,4354.43,2024-06-13,,10,,HIGH,reidin
Palm Tower,2702,0,523.99,2024-06-13,,27,,HIGH,reidin
Palm Tower,4119,1,1119.45,2024-06-13,,41,,HIGH,reidin
Golden Mile,2108,3,3328.63,2024-06-13,,1,,HIGH,reidin
Golden Mile,6208,3,3326.05,2024-06-13,,2,,HIGH,reidin
Al Hallawi,104,1,1140.97,2024-06-13,,1,,HIGH,reidin
Al Shirawi,309,1,1140.97,2024-06-13,,3,,HIGH,reidin
Serenia Residences,C208,1,1108.68,2024-06-13,,2,,HIGH,reidin
Golden Mile,1507,2,1883.68,2024-06-13,,5,,HIGH,reidin
The 8,10002,1,2411.11,2024-06-13,,G,,HIGH,reidin
Golden Mile,9601,1,1302.43,2024-06-13,,6,,HIGH,reidin
Al Khushkar,212,2,1585.85,2024-06-13,,2,,HIGH,reidin
Al Habool,302,3,2217.36,2024-06-12,,3,,HIGH,reidin
Golden Mile,OF15,,3587.93,2024-06-12,,MEZ,,HIGH,reidin
Al Murjan,1007,3,2524.46,2024-06-12,,10,,HIGH,reidin
Royal Atlantis,806,1,898.57,2024-06-12,,8,,HIGH,reidin
Tiara Residences,602,3,2271.18,2024-06-12,,6,,HIGH,reidin
Palm Tower,3207,0,517.42,2024-06-12,,32,,HIGH,reidin
Golden Mile,GM2B9FB21,,722.8,2024-06-12,,B1,,HIGH,reidin
Al Nabat,1104,2,1743.75,2024-06-12,,11,,HIGH,reidin
Palm Tower,3206,0,523.34,2024-06-12,,32,,HIGH,reidin
